X,Y,OBJECTID,LOCATION_NAME,ADDRESS,RACK_OWNER,RACKS_INSTALLED,RACK_TYPE,TOTAL_CAPACITY,COVERED,NEARBY_LIGHTING,WARD,EXTERNAL_,LATITUDE,LONGITUDE
592818.369,4791673.1331,762,Eastwood Arena & Park,111 Burlington Street East,Park,1,Multi-Ring,12,Yes,Yes,2,Yes,,
592172.8293,4790363.9532,763,McClaren Park,160 John Street North,Park,1,Multi-Ring,6,No,Yes,2,Yes,,
586462.1967,4791681.2068,764,Olympic Arena,70 Olympic Drive,Municipal,1,Multi-Ring,14,No,Yes,13,Yes,,
588576.6711,4790906.5443,765,Hamilton Aviary,85 Oak Knoll Drive,Municipal,1,Hammer Hoop,12,No,Yes,1,Yes,,
592058.9816,4789992.7078,766,John and Rebecca Park,76 John Street,Park,1,Hammer Hoop,6,No,Yes,2,Yes,,
592094.7551,4790020.2066,767,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,,
592100.1602,4789966.9039,768,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,,
592139.1404,4789998.7862,769,John and Rebecca Park,76 John Street North,Park,1,Hammer Hoop,6,No,Yes,2,Yes,,
594864.8093,4788039.3116,770,Gage Park/Rosedale Tennis Club,,Park,1,Hammer Hoop,10,No,Yes,3,Yes,,
597915.5252,4787792.2028,771,Parkdale Arena/Parkdale Park/Parkdale Pool,,Park,1,Multi-Ring,16,No,Yes,4,Yes,,
584525.2493,4790962.9685,772,Dundas Animal Hospital,115 King St W,ROW,1,Hammer Hoop,2,No,Yes,13,Yes,,
584506.8373,4790952.5612,773,Revelry Beauty Bar,112 King St W,ROW,1,Hammer Hoop,2,No,Yes,13,Yes,,
584475.1397,4790958.102,774,Winchester Arms,120 King St W,ROW,1,Hammer Hoop,2,No,Yes,13,Yes,,
587734.3071,4790572.7253,775,McMaster,,Private,1,Fix It Station,,,Yes,1,Yes,,
591122.592,4790155.1498,776,Hess Parking Lot,11 Hess St S,ROW,1,Hammer Hoop,2,,Yes,2,Yes,,
591090.2281,4790119.0225,777,Gown and Gavel,24 Hess St S,ROW,2,Hammer Hoop,4,,Yes,2,Yes,,
591111.7663,4790123.5987,778,Gown and Gavel,19 Hess St S,ROW,1,Hammer Hoop,2,,Yes,2,Yes,,
590461.9553,4789831.9918,779,170 Locke St,179 Locke St,ROW,1,Hammer Hoop,2,,,2,Yes,,
591960.3338,4790490.8836,780,191 James St,191 James St,ROW,2,Hammer Hoop,4,,Yes,2,Yes,,
600315.8949,4786801.3162,781,Bulk Barn Plaza,800 Queenston Rd,Municipal,1,Hammer Hoop,2,No,,5,Yes,,
595670.779,4788179.4715,782,The Corner Room,1403 Main St E,Municipal,1,Hammer Hoop,2,No,,3,Yes,,
590487.294,4789937.3661,783,Studio 136,136 Locke St,ROW,1,Fix It Station,,,Yes,1,Yes,,
592998.4282,4788274.974,784,510 Concession St,510 Concession St,ROW,2,Hammer Hoop,4,No,Yes,7,Yes,,
593068.3403,4788272.7356,785,503 Concession St,503 Concession St,Municipal,1,Hammer Hoop,2,No,Yes,7,Yes,,
593618.7311,4788084.821,786,699 Concession St,699 Concession St,Municipal,2,Hammer Hoop,4,No,Yes,7,Yes,,
594405.3521,4787836.427,787,921 Concession St,921 Concession St,Municipal,1,Hammer Hoop,2,No,No,7,Yes,,
592049.0905,4788027.6379,788,535 Upper Wellington St,535 Upper Wellington St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,,
592852.85,4787239.3875,789,550 Fennell Ave E,550 Fennell Ave E,ROW,2,Hammer Hoop,4,No,Yes,7,Yes,,
593904.2189,4785831.3298,790,679 Mohawk Rd,679 Mohawk Rd,ROW,2,Hammer Hoop,4,No,No,7,Yes,,
596445.9498,4782756.5374,791,Pet Valu,1794 Stone Church Rd,Private,3,Hammer Hoop,6,,,9,Yes,,
595904.9073,4788692.1026,792,,84 Ottawa St N,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,,
596012.7972,4789130.9742,793,,233 Ottawa St N,ROW,1,Hammer Hoop,2,No,Yes,4,Yes,,
592033.0882,4788008.6307,794,542 Upper Wellington St,542 Upper Wellington St,ROW,1,Hammer Hoop,2,,,8,Yes,,
591944.5775,4787768.1925,795,Seven Eleven,,ROW,2,Hammer Hoop,4,,,8,Yes,,
591599.3705,4786588.7197,796,171 Mohawk St,171 Mohawk St,ROW,1,Hammer Hoop,2,,,8,Yes,,
590891.6368,4786815.3048,797,Canadian Tire,777 Upper James St,ROW,1,Hammer Hoop,2,,,8,Yes,,
590759.7963,4786832.5403,798,TD Bank,830 Upper James St,ROW,2,Hammer Hoop,4,,,8,Yes,,
591137.4169,4787799.7489,799,Mountain Mall,661 Upper James St,,3,Hammer Hoop,6,,,8,Yes,,
591168.4558,4788011.2757,800,592 Upper James St,592 Upper James St,ROW,1,Hammer Hoop,2,,,8,Yes,,
591718.9703,4791365.7498,801,Bayfront,200 Harbour Front Dr,ROW,2,Multi-Ring,12,No,Yes,2,Yes,,
591985.455,4791742.863,802,Pier 4,Leander Dr,ROW,2,Hammer Hoop,4,No,Yes,2,Yes,,
592752.5644,4792020.129,803,Pier 8,New road being built,ROW,5,Multi-Ring,30,No,,2,Yes,,
592925.1627,4789540.791,804,459 King St E,,ROW,1,Hammer Hoop,2,,,2,Yes,,
592944.8605,4789536.6127,805,467 Main St,,,,Hammer Hoop,,,,,Yes,,
594105.6511,4789373.252,806,850 King St E,850 King St E,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,,
594088.8121,4789391.6812,807,847 King St E,847 King St E,ROW,1,Hammer Hoop,2,No,Yes,3,Yes,,
594895.384,4788728.1062,808,Coven Bakery,849 Main Street East,Municipal,2,Hammer Hoop,4,No,Yes,3,Yes,,
591495.206,4790832.3328,809,200 Caroline St N,200 Caroline St N,,1,Multi-Ring,6,No,Yes,2,Yes,,
594256.7662,4790018.1404,810,616 Barton St,616 Barton St,,1,Hammer Hoop,2,No,Yes,3,Yes,,
590745.2152,4789350.7245,811,Queen @ Herkimer,178 Herkimer St,ROW,1,Multi-Ring,6,No,Yes,2,Yes,,
590716.5512,4789243.2346,812,Queen @ Stanley,1 Stanley Ave,ROW,1,Multi-Ring,6,No,Yes,2,Yes,,
594217.5369,4788955.6003,813,754 Main St E,754 Main St E,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,,
592204.491,4789107.579,814,Corktown Park,175 Ferguson Ave S,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,,
594441.6732,4788697.8237,815,Maplewood & Springer,97 Maplewood Ave,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,,
590681.0469,4789103.46,816,Queen @ Aberdeen,330 Queen St,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,,
592231.618,4787674.8576,817,304 Brucedale Ave,304 Brucedale Ave,ROW,2,Hammer Hoop,4,No,Yes,7,Yes,,
594494.7825,4790062.2229,818,183 Sherman AVe,183 Sherman Ave,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,,
596043.8306,4789247.6888,819,271 Ottawa St,271 Ottawa St,ROW,2,Hammer Hoop,4,No,Yes,3,Yes,,
600130.7764,4790432.3301,820,Hutch's on the Beach,280 Van Wagners Beach Rd,ROW,1,Fix It Station,,,,,Yes,,
588858.7265,4790533.5156,821,King at Marion,1000 King St W,Municipal,1,Fix It Station,,,Yes,1,Yes,,
591741.8243,4790455.574,822,52 Cannon St W,52 Cannon St W,ROW,1,Hammer Hoop,2,No,Yes,2,Yes,,
591458.1396,4789751.3365,823,City Hall Upper,71 Main St W,Municipal,1,Multi-Ring,6,No,Yes,2,Yes,,
591983.5398,4788624.6708,824,Sam Lawrence Park West,255 Concession St,ROW,2,Hammer Hoop,4,No,Yes,8,Yes,,
592326.9101,4788515.5886,825,Sam Lawrence Park East Side,255 Concession St,ROW,1,Hammer Hoop,2,No,Yes,7,Yes,,
591662.1575,4789833.1428,826,24 Main St,24 Main St,ROW,4,Hammer Hoop,16,No,Yes,2,Yes,,
591645.5779,4789412.0988,827,163 James St,163 James St,ROW,2,Hammer Hoop,4,No,Yes,2,Yes,,
592687.6343,4790552.6053,828,190 Barton St,190 Barton St,ROW,2,Hammer Hoop,4,No,Yes,2,Yes,,
